Summary,Precip Type,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Year,Month,Day,Hour
Foggy,snow,-1.183333333,0.93,11.1573,338,2.9785,1024.01,2010,1,19,5
Overcast,snow,-1.127777778,0.93,11.4793,339,3.2844,1023.89,2010,1,19,6
Foggy,snow,-1.25,0.92,7.7763,329,2.5438,1023.91,2010,1,19,7
Overcast,snow,-0.144444444,0.87,10.7709,323,3.8479,1024.15,2010,1,19,9
Overcast,snow,-0.066666667,0.86,11.0768,320,4.9105,1023.81,2010,1,19,10
Overcast,rain,0.005555556,0.92,9.5151,328,6.0214,1023.39,2010,1,19,11
Overcast,snow,-1.161111111,0.89,9.5151,290,4.347,1021.96,2010,1,19,19
Overcast,snow,-1.622222222,0.92,5.796,297,4.347,1021.87,2010,1,19,20
Overcast,snow,-1.627777778,0.93,6.1502,316,4.1055,1021.66,2010,1,19,21
Overcast,snow,-1.622222222,0.93,3.1556,272,4.347,1021.39,2010,1,19,22
Overcast,rain,5.95,0.9,13.9748,349,3.8962,995.05,2010,1,2,2
Overcast,rain,6.005555556,0.9,11.4954,337,5.152,995.48,2010,1,2,3
Overcast,rain,5.9,0.87,13.8138,320,4.2987,996.14,2010,1,2,4
Overcast,rain,4.927777778,0.93,14.2163,319,4.347,996.94,2010,1,2,5
Overcast,rain,5.066666667,0.85,17.8227,319,8.3398,1002.23,2010,1,2,12
Overcast,snow,-1.666666667,0.92,3.22,250,4.3631,1020.97,2010,1,19,23
Overcast,snow,-1.111111111,0.89,6.0858,279,5.8765,1020.16,2010,1,20,1
Overcast,snow,-1.111111111,0.92,3.3005,307,5.8765,1019.94,2010,1,20,2
Overcast,snow,-1.111111111,0.92,4.6851,222,3.8479,1019.14,2010,1,20,4
Overcast,snow,-1.161111111,0.92,2.9946,235,3.8479,1018.75,2010,1,20,5
Foggy,snow,-1.111111111,0.93,4.8139,234,2.7209,1018.84,2010,1,20,6
Foggy,snow,-1.111111111,0.92,4.5402,232,2.1574,1018.54,2010,1,20,7
Foggy,snow,-1.088888889,0.92,4.6046,210,2.4794,1018.46,2010,1,20,8
Foggy,rain,0.011111111,0.92,3.9284,227,2.3184,1018.55,2010,1,20,9
Foggy,rain,0.044444444,0.93,4.4919,205,2.4794,1018.07,2010,1,20,10
Foggy,rain,1.061111111,0.86,7.3738,203,2.4955,1017.47,2010,1,20,11
Foggy,rain,1.122222222,0.87,7.5187,273,2.7209,1016.8,2010,1,20,12
Overcast,rain,1.133333333,0.86,3.2361,251,5.9248,1016.47,2010,1,20,13
Foggy,rain,1.061111111,0.92,2.8336,247,3.0429,1016.45,2010,1,20,16
Foggy,rain,1.038888889,0.92,4.347,239,3.0107,1016.57,2010,1,20,17
Foggy,rain,0.111111111,0.93,3.4132,204,2.7853,1016.65,2010,1,20,18
Foggy,snow,0.0,0.92,4.4758,207,3.0429,1016.56,2010,1,20,19
Overcast,snow,-1.783333333,0.89,5.8282,42,3.7352,1023.19,2010,1,21,0
Foggy,snow,-1.277777778,0.93,3.9928,244,1.3685,1017.81,2010,1,21,5
Foggy,snow,-1.316666667,0.93,3.3971,246,1.4168,1018.43,2010,1,21,6
Foggy,snow,-1.3,0.93,3.9767,266,1.4651,1018.7,2010,1,21,7
Foggy,snow,-1.344444444,0.93,3.2361,220,1.6422,1020.07,2010,1,21,9
Foggy,snow,-1.238888889,0.92,4.3792,163,1.8998,1020.66,2010,1,21,12
Foggy,snow,-1.227777778,0.89,8.533,166,1.9803,1020.69,2010,1,21,13
Overcast,snow,-2.755555556,0.93,10.626,117,3.5259,1022.28,2010,1,21,16
Foggy,snow,-2.755555556,0.93,9.3219,108,3.1073,1022.69,2010,1,21,17
Foggy,snow,-2.677777778,0.93,10.3523,97,2.8819,1023.38,2010,1,21,18
Foggy,snow,-2.222222222,0.92,10.8997,79,3.2039,1023.96,2010,1,21,20
Overcast,snow,-2.238888889,0.89,10.7226,95,4.4114,1024.18,2010,1,21,21
Overcast,snow,-2.244444444,0.89,11.1734,69,4.5885,1024.37,2010,1,21,22
Foggy,snow,-0.838888889,0.95,7.4382,358,2.6082,995.88,2010,1,30,0
Overcast,rain,2.061111111,0.74,15.9873,169,10.8031,993.22,2010,1,30,14
Overcast,rain,1.194444444,0.85,13.3952,215,11.109,993.5,2010,1,30,15
Overcast,rain,1.038888889,0.86,3.0107,297,10.8836,994.37,2010,1,30,16
Overcast,rain,1.016666667,0.86,9.1931,48,10.8514,994.58,2010,1,30,17
Overcast,rain,1.033333333,0.86,7.8568,36,8.0983,994.54,2010,1,30,18
Overcast,rain,0.511111111,0.92,11.1412,16,5.8765,994.61,2010,1,30,20
Overcast,rain,0.572222222,0.92,11.0285,15,6.5044,994.67,2010,1,30,21
Overcast,snow,-2.672222222,0.87,9.6117,288,9.9015,1004.13,2010,1,31,0
Foggy,snow,-0.6,0.92,14.3451,0,3.0107,995.35,2010,1,31,2
Foggy,snow,-1.111111111,0.93,14.2002,349,1.5295,995.65,2010,1,31,4
Overcast,snow,-1.133333333,0.93,14.3612,350,4.1216,995.93,2010,1,31,5
Overcast,snow,-0.983333333,0.93,14.2324,349,5.2486,996.26,2010,1,31,6
Overcast,snow,-1.133333333,0.93,17.1304,341,4.669,996.48,2010,1,31,7
Foggy,snow,-0.166666667,0.93,11.3827,314,1.7227,997.62,2010,1,31,9
Foggy,snow,-0.044444444,0.92,14.2163,310,1.2558,998.26,2010,1,31,10
Overcast,snow,-0.005555556,0.92,19.0141,325,6.1663,998.46,2010,1,31,12
Overcast,snow,-1.061111111,0.92,17.5329,301,6.118,998.95,2010,1,31,13
Overcast,snow,-1.0,0.92,16.9211,294,6.0858,1001.38,2010,1,31,15
Overcast,snow,-1.133333333,0.92,15.5526,281,6.0214,1002.1,2010,1,31,16
Clear,snow,-2.766666667,0.72,10.8031,121,9.982,1022.82,2010,1,4,11
Overcast,snow,-0.588888889,0.94,14.5383,74,4.508,1006.49,2010,1,5,0
Overcast,snow,-2.366666667,0.82,7.9212,98,11.1251,1014.57,2010,1,5,5
Overcast,snow,-2.666666667,0.91,9.9981,92,3.2522,1014.6,2010,1,5,6
Foggy,snow,-2.088888889,0.95,10.3845,104,2.254,1014.31,2010,1,5,9
Foggy,snow,-1.183333333,0.89,8.0983,106,1.9803,1013.66,2010,1,5,10
Foggy,snow,-1.183333333,0.93,11.1251,98,3.2039,1012.86,2010,1,5,11
Overcast,snow,-1.027777778,0.88,11.8496,83,7.3416,1012.08,2010,1,5,12
Foggy,snow,-1.183333333,0.89,9.7244,61,2.0125,1011.88,2010,1,5,13
Foggy,snow,-1.094444444,0.92,14.0875,76,2.9302,1010.96,2010,1,5,15
Overcast,snow,-1.205555556,0.93,14.5061,70,6.0214,1010.08,2010,1,5,16
Overcast,snow,-1.205555556,0.93,15.7941,70,3.9767,1009.8,2010,1,5,17
Overcast,snow,-1.05,0.92,13.1859,71,6.5366,1009.53,2010,1,5,18
Overcast,snow,-0.138888889,0.86,14.49,70,10.8192,1008.77,2010,1,5,19
Foggy,snow,-0.65,0.92,11.5437,79,2.4955,1008.26,2010,1,5,20
Overcast,snow,-0.505555556,0.93,12.6063,90,4.0572,1007.71,2010,1,5,21
Overcast,snow,-0.094444444,0.92,14.6349,80,3.4615,1005.66,2010,1,5,23
Overcast,rain,0.411111111,0.92,11.5115,89,4.9105,1003.56,2010,1,6,1
Overcast,rain,0.411111111,0.92,14.2646,99,5.9087,1002.86,2010,1,6,2
Overcast,rain,0.466666667,0.93,14.4739,100,6.0214,1002.38,2010,1,6,3
Overcast,rain,0.922222222,0.92,11.1734,107,4.8139,1000.8,2010,1,6,4
Overcast,rain,0.972222222,0.92,11.0929,117,3.9767,1000.56,2010,1,6,5
Overcast,rain,0.972222222,0.92,13.2825,127,6.5849,1000.57,2010,1,6,6
Overcast,rain,1.038888889,0.92,16.7923,139,10.8514,999.88,2010,1,6,8
Overcast,rain,1.138888889,0.85,14.0553,179,10.8997,1000.29,2010,1,6,10
Overcast,rain,1.138888889,0.92,4.6046,172,3.9767,1000.19,2010,1,6,11
Overcast,rain,1.216666667,0.92,5.3613,193,3.4293,1000.6,2010,1,6,12
Foggy,rain,1.111111111,0.92,3.1556,227,2.0769,1000.28,2010,1,6,13
Foggy,rain,1.111111111,0.92,2.9624,204,1.449,1000.87,2010,1,6,14
Foggy,rain,1.094444444,0.93,8.0983,267,2.7531,1001.55,2010,1,6,15
Foggy,rain,1.088888889,0.92,9.2414,260,3.1395,1001.88,2010,1,6,16
Foggy,rain,1.088888889,0.92,9.3058,243,3.1395,1002.46,2010,1,6,17
Overcast,rain,1.038888889,0.93,9.6117,269,4.991,1003.68,2010,1,6,19
Overcast,rain,0.511111111,0.92,11.0446,261,4.991,1004.67,2010,1,6,20
Overcast,rain,0.55,0.93,10.0947,287,5.2647,1005.45,2010,1,6,21
Overcast,rain,0.511111111,0.92,6.5044,261,5.0393,1006.16,2010,1,6,22
Overcast,rain,0.505555556,0.93,5.1037,133,3.4776,1016.47,2010,1,7,0
Overcast,snow,-0.094444444,0.92,3.5259,174,4.1216,1009.5,2010,1,7,4
Overcast,snow,-0.027777778,0.93,7.8085,109,3.8962,1009.09,2010,1,7,6
Foggy,snow,-0.072222222,0.92,7.6475,120,3.2039,1009.2,2010,1,7,7
Overcast,rain,0.027777778,0.92,9.5634,112,4.669,1010.37,2010,1,7,8
Overcast,rain,0.966666667,0.87,7.9695,133,4.508,1011.04,2010,1,7,9
Foggy,rain,0.05,0.92,4.7495,71,2.8175,1011.64,2010,1,7,10
Foggy,snow,-0.022222222,0.92,4.8139,322,2.6404,1014.97,2010,1,7,16
Foggy,snow,-0.022222222,0.92,9.1126,319,3.1073,1015.77,2010,1,7,17
Foggy,rain,0.127777778,0.93,9.7727,320,3.0751,1016.74,2010,1,7,18
Foggy,snow,-0.022222222,0.92,10.6099,10,2.5921,1017.17,2010,1,7,19
Overcast,rain,0.461111111,0.92,11.0768,80,3.8801,1017.7,2010,1,8,1
Overcast,rain,0.511111111,0.92,6.3112,109,3.8801,1018.27,2010,1,8,2
Overcast,rain,0.461111111,0.92,6.7298,46,3.9123,1017.57,2010,1,8,3
Foggy,rain,0.972222222,0.92,12.8156,71,2.5277,1016.78,2010,1,8,4
Foggy,rain,0.972222222,0.92,14.2968,80,1.449,1015.98,2010,1,8,5
Foggy,rain,1.188888889,0.93,11.9784,57,0.2254,1015.43,2010,1,8,6
Foggy,rain,0.994444444,0.92,12.9605,69,0.161,1015.39,2010,1,8,7
Foggy,rain,1.038888889,0.92,14.4417,61,0.322,1014.49,2010,1,8,8
Foggy,rain,2.083333333,0.92,12.9283,52,2.9624,1012.19,2010,1,8,11
Overcast,rain,7.6,0.82,15.617,133,11.1573,1006.27,2010,1,8,18
Overcast,rain,10.85555556,0.78,12.0267,148,11.1251,1002.5,2010,1,9,16
Overcast,rain,9.788888889,0.84,13.2664,230,11.0768,1002.79,2010,1,9,17
Overcast,rain,7.594444444,0.89,11.109,127,7.6958,1003.26,2010,1,9,20
Overcast,rain,20.44444444,0.79,6.1019,7,14.9086,1014.45,2010,6,30,23
Clear,rain,17.52777778,0.87,6.1502,30,15.8263,1021.71,2010,7,9,22
Clear,rain,15.49444444,0.93,6.44,290,15.8263,1021.44,2010,7,9,23
Clear,rain,14.64444444,0.92,6.601,322,8.4203,1020.97,2010,7,10,3
Clear,rain,20.53333333,0.87,6.1502,0,15.8263,1019.0,2010,7,10,20
Clear,rain,19.70555556,0.87,6.2468,355,15.3111,1018.87,2010,7,10,21
Clear,rain,18.31111111,0.93,6.4239,319,15.8263,1019.12,2010,7,10,22
Clear,rain,18.27222222,0.93,6.4239,329,15.8263,1019.03,2010,7,10,23
Clear,rain,19.31666667,0.95,4.5402,341,14.9569,1017.07,2010,7,11,0
Clear,rain,17.00555556,0.95,4.2182,330,14.9569,1017.98,2010,7,11,3
Clear,rain,21.87777778,0.89,3.5903,321,14.9569,1016.9,2010,7,11,21
Clear,rain,21.04444444,0.9,3.2039,341,15.8263,1016.9,2010,7,11,22
Clear,rain,19.4,0.93,3.3488,332,15.8263,1016.4,2010,7,12,1
Clear,rain,22.05,0.91,4.0894,240,11.6886,1011.28,2010,7,13,0
Clear,rain,22.82777778,0.89,6.1502,183,14.9086,1010.87,2010,7,13,22
Clear,rain,22.3,0.92,3.5742,251,11.9784,1010.89,2010,7,13,23
Clear,rain,23.84444444,0.85,3.059,34,14.168,1011.04,2010,7,14,21
Clear,rain,23.13333333,0.87,6.1502,120,14.9086,1010.7,2010,7,14,22
Clear,rain,21.60555556,0.93,3.2039,141,14.9086,1010.7,2010,7,14,23
Clear,rain,21.51111111,0.93,6.1019,120,14.9086,1010.9,2010,7,15,1
Clear,rain,20.39444444,0.93,6.0214,140,11.9784,1011.18,2010,7,15,2
Clear,rain,22.0,0.88,3.0751,109,8.1305,1011.27,2010,7,15,4
Clear,rain,23.78333333,0.85,3.5742,121,9.982,1011.57,2010,7,15,5
Clear,rain,22.33333333,0.94,4.025,36,11.6886,1015.95,2010,7,16,0
Clear,rain,24.22222222,0.87,3.7674,335,14.5222,1016.51,2010,7,16,21
Clear,rain,23.19444444,0.93,3.1717,358,14.9086,1016.4,2010,7,16,22
Clear,rain,22.71111111,0.92,3.1878,28,14.9086,1016.22,2010,7,16,23
Clear,rain,21.52777778,0.93,3.3005,47,11.9784,1016.3,2010,7,17,1
Clear,rain,21.52777778,0.93,3.3005,57,11.9784,1016.2,2010,7,17,2
Overcast,rain,20.66666667,0.92,6.0053,330,10.0464,1018.53,2010,7,19,20
Overcast,rain,20.70555556,0.95,10.8031,348,14.5866,1018.4,2010,7,19,21
Clear,rain,19.8,0.87,3.703,3,9.982,1016.11,2010,7,2,4
Clear,rain,21.0,0.87,9.1609,333,9.982,1016.21,2010,7,2,5
Clear,rain,22.80555556,0.79,8.0178,20,9.982,1016.53,2010,7,2,6
Overcast,rain,21.03888889,0.93,10.4811,171,14.9086,1018.45,2010,7,19,22
Clear,rain,22.13333333,0.92,6.0375,181,11.9784,1013.4,2010,7,20,22
Clear,rain,24.88333333,0.83,6.279,139,9.982,1012.48,2010,7,22,20
Clear,rain,23.83888889,0.9,3.5259,120,9.982,1012.74,2010,7,22,21
Clear,rain,23.24444444,0.9,6.1502,127,9.982,1012.51,2010,7,22,22
Clear,rain,22.68888889,0.93,2.898,146,9.982,1012.6,2010,7,22,23
Clear,rain,23.03333333,0.9,5.796,147,8.1305,1012.89,2010,7,23,1
Clear,rain,21.99444444,0.93,3.0107,137,8.1305,1012.59,2010,7,23,2
Overcast,rain,15.55,0.95,11.2378,288,9.9015,1008.98,2010,7,25,0
Overcast,rain,17.15555556,0.93,17.4685,358,8.05,1005.88,2010,7,25,8
Overcast,rain,17.06666667,0.93,15.0052,330,6.0214,1006.76,2010,7,25,10
Overcast,rain,15.48888889,0.93,11.2217,310,15.7297,1009.82,2010,7,25,22
Overcast,rain,15.92777778,0.94,10.6743,339,6.0214,1009.3,2010,7,26,5
Overcast,rain,17.57777778,0.91,5.2808,342,10.143,1011.46,2010,7,27,6
Overcast,rain,18.79444444,0.79,7.8246,330,11.27,1011.39,2010,7,27,7
Overcast,rain,19.92777778,0.78,8.9999,348,11.27,1011.32,2010,7,27,8
Overcast,rain,20.83888889,0.7,6.601,338,11.4471,1011.59,2010,7,27,9
Overcast,rain,16.08888889,0.93,10.948,280,11.27,1013.48,2010,7,28,5
Overcast,rain,17.13888889,0.92,12.5741,270,11.0768,1013.94,2010,7,28,6
Overcast,rain,17.82777778,0.9,9.5956,269,11.2056,1014.05,2010,7,28,7
Overcast,rain,18.98333333,0.83,12.6224,234,9.982,1013.75,2010,7,28,8
Overcast,rain,21.06666667,0.72,15.295,254,10.4006,1013.64,2010,7,28,9
Clear,rain,19.04444444,0.83,14.329,113,14.9569,1010.44,2010,7,29,0
Clear,rain,20.51111111,0.73,10.9158,121,15.8263,1010.53,2010,7,29,22
Clear,rain,18.83888889,0.84,13.9587,111,15.8263,1009.43,2010,7,30,1
Overcast,rain,19.81666667,0.9,6.2951,310,15.8746,1014.17,2010,7,30,22
Clear,rain,18.0,0.87,3.1556,238,15.3111,1016.18,2010,7,4,21
Clear,rain,16.55,0.93,3.0751,270,15.8263,1015.88,2010,7,4,22
Clear,rain,16.47777778,0.93,3.0751,210,15.8263,1015.7,2010,7,4,23
Clear,rain,18.26111111,0.78,17.388,300,15.8263,1015.94,2010,7,6,22
Clear,rain,17.12777778,0.84,20.3826,300,15.8263,1015.87,2010,7,7,1
Clear,rain,15.13888889,0.95,6.2307,298,9.982,1021.35,2010,7,9,0
Clear,rain,18.59444444,0.9,3.3327,343,6.2951,1021.44,2010,7,9,5
Clear,rain,17.42222222,0.87,3.8157,7,14.9569,1021.9,2010,7,9,21
Overcast,rain,11.60555556,0.93,14.2968,271,6.3434,1002.74,2010,5,31,22
Foggy,rain,12.08333333,0.93,12.9927,302,2.576,999.26,2010,6,1,4
Foggy,rain,12.10555556,0.93,9.7244,282,2.576,999.13,2010,6,1,5
Overcast,rain,12.03888889,0.94,9.2414,265,3.5581,999.13,2010,6,1,6
Overcast,rain,13.71666667,0.93,9.7244,22,10.5455,1001.28,2010,6,1,15
Clear,rain,19.49444444,0.84,3.2844,157,9.982,1013.56,2010,6,9,22
Clear,rain,20.34444444,0.88,6.1824,160,14.9569,1013.09,2010,6,10,0
Clear,rain,18.21666667,0.85,6.2951,130,9.982,1013.56,2010,6,10,2
Clear,rain,22.08888889,0.84,10.5938,140,15.8263,1012.96,2010,6,10,22
Clear,rain,22.56111111,0.87,6.279,144,14.168,1010.53,2010,6,11,0
Clear,rain,19.93333333,0.9,6.1663,150,15.8263,1012.74,2010,6,11,1
Clear,rain,24.42777778,0.77,10.2235,190,15.3111,1010.19,2010,6,11,21
Clear,rain,23.71111111,0.82,6.2951,210,15.8263,1010.06,2010,6,11,22
Clear,rain,23.13333333,0.84,3.3327,173,15.8263,1010.16,2010,6,11,23
Clear,rain,20.93333333,0.9,3.0751,112,14.9086,1010.35,2010,6,12,2
Clear,rain,20.91111111,0.93,10.9319,140,6.2951,1010.64,2010,6,12,4
Clear,rain,22.71666667,0.84,7.7119,151,8.1305,1010.54,2010,6,12,5
Clear,rain,22.76111111,0.92,3.3488,182,14.9086,1008.74,2010,6,12,22
Clear,rain,21.33888889,0.91,6.7137,248,9.982,1009.1,2010,6,13,3
Clear,rain,22.0,0.82,8.3398,291,9.982,1009.51,2010,6,13,4
Clear,rain,22.71111111,0.79,11.0768,309,9.982,1009.89,2010,6,13,5
Clear,rain,24.81666667,0.69,11.0285,320,9.982,1010.27,2010,6,13,6
Clear,rain,19.03333333,0.89,9.4185,332,6.8425,1014.25,2010,6,14,0
Overcast,rain,23.58888889,0.8,3.5742,49,14.9086,1008.57,2010,6,14,1
Clear,rain,19.30555556,0.89,10.9158,339,9.982,1015.32,2010,6,14,23
Clear,rain,17.61111111,0.87,10.8836,309,6.2951,1015.92,2010,6,15,1
Clear,rain,17.03333333,0.9,10.9963,320,6.2951,1016.5,2010,6,15,2
Clear,rain,16.02222222,0.93,10.6582,312,8.4203,1016.6,2010,6,15,3
Clear,rain,17.66111111,0.84,10.8675,330,9.982,1017.49,2010,6,15,5
Clear,rain,18.87222222,0.82,9.3541,341,10.4006,1017.4,2010,6,15,6
Overcast,rain,18.81111111,0.9,13.8299,2,9.8049,1014.29,2010,6,16,8
Overcast,rain,17.2,0.93,4.8461,344,9.9015,1004.37,2010,6,20,20
Overcast,rain,17.15555556,0.92,19.0624,18,11.27,1005.15,2010,6,21,19
Overcast,rain,16.62222222,0.92,16.2771,11,10.0464,1005.56,2010,6,21,20
Overcast,rain,16.52777778,0.93,4.5563,321,13.8621,1005.66,2010,6,21,21
Overcast,rain,16.50555556,0.93,12.9122,346,15.8746,1005.59,2010,6,21,22
Overcast,rain,15.97222222,0.93,17.71,340,11.8979,1005.11,2010,6,21,23
Overcast,rain,15.39444444,0.93,16.1805,330,12.0428,1004.34,2010,6,22,1
Overcast,rain,15.90555556,0.93,17.71,340,10.0464,1004.34,2010,6,22,2
Overcast,rain,15.37222222,0.94,5.0071,283,8.3398,1004.2,2010,6,22,3
Overcast,rain,15.90555556,0.93,17.4363,340,11.27,1005.04,2010,6,22,5
Overcast,rain,15.83888889,0.89,19.1429,347,11.3183,1005.35,2010,6,22,6
Overcast,rain,15.90555556,0.88,17.6456,335,8.0017,1006.35,2010,6,22,7
Overcast,rain,14.90555556,0.87,20.4792,330,15.8263,1011.51,2010,6,22,20
Overcast,rain,14.45,0.9,20.4953,330,15.3111,1011.15,2010,6,22,21
Overcast,rain,14.90555556,0.83,20.3987,330,15.8263,1011.32,2010,6,22,23
Overcast,rain,15.92777778,0.73,20.0445,349,15.8263,1011.13,2010,6,23,2
Overcast,rain,15.43888889,0.78,20.6402,341,15.3594,1011.32,2010,6,23,3
Overcast,rain,15.46666667,0.93,6.3112,310,9.982,1010.83,2010,6,25,23
Overcast,rain,14.4,0.95,6.4078,310,6.2951,1010.72,2010,6,26,1
Overcast,rain,16.16666667,0.86,8.8228,356,7.2611,1011.28,2010,6,26,6
Overcast,rain,14.97777778,0.93,9.1448,351,5.2808,1011.79,2010,6,26,7
Overcast,rain,16.06666667,0.87,9.3541,350,5.1359,1011.69,2010,6,26,8
Overcast,rain,16.11666667,0.88,10.3845,322,7.2611,1011.64,2010,6,26,9
Overcast,rain,16.11666667,0.87,10.8836,321,7.2772,1011.82,2010,6,26,10
Overcast,rain,16.18333333,0.92,8.1144,310,4.669,1012.1,2010,6,26,11
Overcast,rain,16.17777778,0.93,13.685,322,7.5187,1012.19,2010,6,26,12
Overcast,rain,17.15,0.87,12.4453,339,7.9695,1012.31,2010,6,26,13
Overcast,rain,16.17777778,0.92,12.4775,319,4.991,1012.21,2010,6,26,14
Overcast,rain,16.23333333,0.93,11.1412,312,5.7316,1012.4,2010,6,26,15
Overcast,rain,15.99444444,0.93,9.2575,305,4.4114,1012.92,2010,6,26,18
Overcast,rain,16.08888889,0.93,9.2736,319,4.0733,1013.1,2010,6,26,19
Overcast,rain,17.17777778,0.93,10.626,349,10.948,1013.8,2010,6,27,5
Overcast,rain,17.68888889,0.9,12.1877,355,10.948,1014.11,2010,6,27,6
Overcast,rain,17.85,0.89,15.295,351,11.2056,1014.21,2010,6,27,7
Overcast,rain,19.91111111,0.78,19.5615,351,11.2056,1014.23,2010,6,27,8
Clear,rain,18.47222222,0.95,10.7387,333,14.9569,1014.25,2010,6,29,0
Clear,rain,17.73333333,0.93,6.1502,340,9.982,1014.44,2010,6,29,2
Overcast,rain,12.2,0.93,2.9302,160,4.0733,1009.92,2010,6,3,5
Clear,rain,18.73333333,0.93,11.0446,340,15.8263,1013.96,2010,6,29,23
Overcast,rain,21.62222222,0.89,5.6511,300,14.9569,1014.44,2010,6,30,20
Overcast,rain,21.89444444,0.84,7.7602,347,14.168,1014.75,2010,6,30,21
Overcast,rain,13.88888889,0.93,15.5365,222,11.1251,1010.02,2010,6,4,5
Overcast,rain,14.83888889,0.94,14.9247,223,10.0625,1010.51,2010,6,4,6
Overcast,rain,14.97777778,0.93,15.2628,221,11.27,1010.73,2010,6,4,7
Overcast,rain,16.01666667,0.93,19.8835,212,11.0446,1010.83,2010,6,4,8
Overcast,rain,16.13888889,0.93,15.134,241,11.27,1011.63,2010,6,4,10
Overcast,rain,17.31666667,0.93,10.3845,231,5.2808,1012.84,2010,6,4,13
Overcast,rain,16.97777778,0.94,7.3738,271,4.1377,1015.11,2010,6,4,18
Foggy,rain,17.06111111,0.93,7.6314,311,2.2057,1015.91,2010,6,4,19
Overcast,rain,16.11666667,0.93,14.1197,1,3.2844,1019.6,2010,6,5,5
Clear,rain,19.22222222,0.65,9.1931,2,10.3523,1019.68,2010,6,5,18
Clear,rain,14.97777778,0.9,6.44,330,15.8263,1020.2,2010,6,5,20
Clear,rain,13.56666667,0.92,6.2951,325,15.3111,1020.38,2010,6,5,21
Clear,rain,13.21666667,0.91,3.1878,332,15.8263,1020.51,2010,6,5,22
Clear,rain,18.98333333,0.84,3.2039,103,14.9569,1011.75,2010,6,7,21
Clear,rain,18.98888889,0.83,3.1556,131,14.168,1012.1,2010,6,8,0
Clear,rain,19.35555556,0.82,3.0751,150,14.9086,1011.97,2010,6,8,23
Clear,rain,18.21666667,0.87,6.0375,140,14.9086,1012.15,2010,6,9,1
Clear,rain,18.15,0.85,6.2951,139,11.9784,1011.99,2010,6,9,2
Overcast,rain,6.233333333,0.79,6.9069,225,15.8263,1006.68,2010,3,1,1
Overcast,rain,5.727777778,0.82,10.787,184,15.8263,1006.73,2010,3,1,2
Overcast,rain,6.638888889,0.78,10.6099,191,14.9569,1007.21,2010,3,1,3
Overcast,rain,7.788888889,0.72,9.3058,279,9.982,1007.52,2010,3,1,4
Overcast,rain,10.79444444,0.59,11.27,270,11.2056,1007.64,2010,3,1,5
Overcast,rain,10.29444444,0.61,9.7244,306,11.0768,1008.31,2010,3,1,6
Overcast,snow,-1.205555556,0.75,17.6939,88,9.982,1024.66,2010,3,10,7
Overcast,snow,-0.022222222,0.69,17.4202,98,9.982,1024.68,2010,3,10,8
Overcast,rain,1.044444444,0.65,14.2485,85,9.982,1024.69,2010,3,10,9
Overcast,rain,2.155555556,0.6,14.7476,80,9.982,1024.47,2010,3,10,10
Overcast,rain,2.688888889,0.58,14.6188,99,9.982,1024.05,2010,3,10,11
Overcast,rain,2.638888889,0.59,13.6528,82,10.0303,1023.13,2010,3,10,12
Overcast,rain,2.783333333,0.58,14.7154,91,10.0464,1022.64,2010,3,10,13
Overcast,rain,2.783333333,0.61,14.6027,117,9.982,1021.54,2010,3,10,14
Overcast,rain,2.844444444,0.62,14.2968,95,9.982,1020.92,2010,3,10,15
Overcast,rain,2.733333333,0.62,14.3129,99,9.982,1020.46,2010,3,10,16
Overcast,rain,2.666666667,0.63,12.6224,99,11.2056,1019.78,2010,3,10,17
Overcast,rain,1.988888889,0.67,13.7172,135,11.0285,1019.41,2010,3,10,18
Overcast,rain,0.583333333,0.76,6.2146,164,14.9086,1019.26,2010,3,10,20
Overcast,rain,0.383333333,0.76,7.3416,144,12.9927,1018.73,2010,3,10,21
Foggy,snow,-0.527777778,0.92,10.9963,128,1.9642,1018.44,2010,3,10,22
Foggy,snow,-0.572222222,0.93,6.8747,83,1.5456,1017.09,2010,3,11,0
Foggy,snow,-1.083333333,0.92,10.5938,79,1.3202,1015.34,2010,3,11,4
Foggy,rain,0.005555556,0.93,3.8962,123,1.288,1014.84,2010,3,11,7
Foggy,snow,-0.044444444,0.93,8.0661,140,1.288,1014.84,2010,3,11,8
Foggy,snow,-0.033333333,0.93,8.9838,128,1.3363,1014.59,2010,3,11,9
Foggy,rain,0.05,0.93,12.2521,140,1.7549,1014.33,2010,3,11,10
Overcast,rain,0.05,0.93,12.7512,179,7.7441,1013.94,2010,3,11,11
Overcast,rain,0.094444444,0.93,16.8245,158,8.5169,1013.39,2010,3,11,12
Overcast,rain,0.094444444,0.92,15.5043,150,10.8192,1012.94,2010,3,11,13
Overcast,rain,0.094444444,0.85,15.3594,160,10.8514,1012.65,2010,3,11,14
Overcast,rain,0.161111111,0.92,13.7333,160,11.2378,1012.25,2010,3,11,15
Overcast,snow,0.0,0.92,7.8246,190,6.118,1012.27,2010,3,11,17
Overcast,rain,0.111111111,0.92,5.2003,209,7.4865,1012.72,2010,3,11,18
Overcast,snow,0.0,0.92,3.3327,203,6.9874,1012.67,2010,3,11,19
Overcast,snow,-0.022222222,0.92,6.44,220,4.9427,1012.66,2010,3,11,20
Overcast,rain,0.061111111,0.92,6.8264,239,4.5241,1012.66,2010,3,11,21
Overcast,snow,0.0,0.89,6.2146,242,3.9767,1012.47,2010,3,11,22
